Category,Message
0,noooooooo please last thing need stress life fair
1,u secret admirer looking 2 make contact ufind rreveal think ur specialcall 09065171142stopsms08718727870150ppm
1,mila age23 blonde new uk look sex uk guy u like fun text mtalk 6986618 30pptxt 1st 5free £150 increment help08718728876
0,ill see swing bit got thing take care firsg
0,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya
0,finished work yet something?
0,tomorrow going theatre come wherever u call tell come tomorrow
1,well done england! get official poly ringtone colour flag yer mobile! text tone flag 84199 now! optout txt eng stop box39822 w111wx £150
0,right wasnt phoned someone number like yours!
0,ok wun b angry msg u aft come home tonight
0,good time nice something bit different weekend change see ya soon
0,yo sorry shower sup
0,carlos pick ill swing usf little bit
0,full heat pa applyed oil pa
0,im stuck da middle da row da right hand side da lt
0,laid airtel line rest?
0,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
1,freemsg txt call 86888 claim reward 3 hour talk time use phone now! subscribe6gbpmnth inc 3hrs 16 stop?txtstop
0,hey j! r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell! damn iam layin bedreal bored lotsof luv xxxx
0,dont plan staying night prolly wont back til late
0,thanx 4 puttin da fone me!!
0,need 8th im campus atm could pick hour two?
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
0,running managed 5 minute needed oxygen! might resort roller option!
0,live next ltgt min
0,de asking like
0,glad talking
0,wat time finish?
0,sorry da gone mad many pending work
0,much got cleaning
0,hows favourite person today? r u workin hard? couldnt sleep last nite nearly rang u 430
1,sunshine quiz! win super sony dvd recorder canname capital australia? text mquiz 82277 b
0,called dad oredi
0,good think could send pix? would love see top bottom
0,nvm im going wear sport shoe anyway im going late leh
0,sorry ill call later meeting
0,long fuckin showr
0,received understood n acted upon!
0,finally came fix ceiling
0,u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha islove got dont mi
0,jus finish blowing hair u finish dinner already?
0,im bus love
0,lol knew saw dollar store
1,please call customer service representative 0800 169 6031 10am9pm guaranteed £1000 cash £5000 prize!
1,today voda number ending 7634 selected receive £350 reward match please call 08712300220 quoting claim code 7684 standard rate apply
0,saturday sunday holiday difficult
0,everybody fun evening miss
0,got hella gas money want go grand nature adventure galileo little bit?
0,im meeting call later
0,oh wow thats gay firmware update help
0,wont move morphine
0,come din c yup cut hair
0,k k pa lunch aha
0,oh ho first time u use type word
0,captain vijaykanth comedy captain tvhe drunken
0,course guess god got hold right
0,hide anythiing keeping distance
0,havent
1,ripped off! get mobile content wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads 3
0,sorry din lock keypad
0,u got person story
0,planning come chennai?
1,tried contact reply offer video phone 750 anytime network min half price line rental camcorder reply call 08000930705
0,god created gap btwn ur finger dat sum1 vry special fill gap holding ur hand plz dont ask created much gap leg !!!
0,okay going sleep later
0,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody
0,finally happened! aftr decades! beer cheaper petrol! goverment expects u drink dont drive
1,£400 xmas reward waiting you! computer randomly picked loyal mobile customer receive £400 reward call 09066380611
0,r e meeting tmr?
0,lol yes add spice day
0,hope great day
0,prasanth ettans mother passed away last night pray family
0,k ill work something
1,private! 2003 account statement show 800 unredeemed point call 08718738002 identifier code 48922 expires 211104
0,message great doctor india 1 drink appy fizz contains cancer causing age
0,cant pick phone right pls send message
0,call tell infront call
0,ok prob
0,lady first genus second k
0,yes please swimming?
0,mum going robinson already
0,ok set let u noe e detail later
0,nottel software name
0,send print out da
0,im realy soz imat mum 2nite 2moro
0,born god said oh no! another idiot born god said oh no! competition knew one day two become freinds forever!
0,didnt get ur full msgsometext missing send
0,probably im almost gas get cash tomorrow
1,customer service announcement recently tried make delivery unable please call 07099833605 reschedule ref9280114
0,forgot 2 ask smth there card da present lei how? want 2 write smth sign it?
0,im leaving house
1,hi babe chloe r u? smashed saturday night great! weekend? u missing me? sp visionsmscom text stop stop 150ptext
0,ready call
0,wewa 130 iriver 255 128 mb
0,good thing im getting connection bw
0,sry dajst nw came home
0,thats cool hell night lemme know youre around
0,staying town ?
0,haha yeah 2 oz kind shitload
0,ok u take shopping u get paid
0,life mean lot love life love people life world call friend call world ge
0,alright well bring see like ltgt min
0,pls dont play others life
0,eatin lunch
0,hmmmbut give one day
0,didnt try g decided head
0,ok prob
0,surly ill give coming review
0,march ending ready call sure problem capital never complete far hows work lady
0,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas
0,pls give food preferably pap slowly load sugar take hour give water slowly
1,urgent! mobile 07808726822 awarded £2000 bonus caller prize 020903! 2nd attempt contact you! call 08718729758 box95qu
0,guy get used dumb realize
0,okey dokey ill bit sorting stuff
0,dawhats plan?
0,yes fine
1,win winner! mr foley ipod! exciting prize soon keep eye ur mobile visit wwwwin82050couk
0,liked new mobile
0,anytime
0,mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand
0,yar say got error
0,hey anyway
0,wow healthy old airport rd lor cant thk anything else ill b bathing dog later
0,wif family booking tour package
0,say bold torch later one torch 2bold?
0,haha awesome might need take doin tonight?
0,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary
0,huh slow tot u reach long ago liao u 2 day 4 leh
0,thats cool princess! cover face hot sticky cum
0,big brother really scraped barrel shower social misfit
0,oops thk dun haf enuff go check tell
0,s8 min go lunch
0,hey happened? u switch ur cell whole day isnt good u care give call tomorrow
0,k addie amp art ill get home
0,uncle atlanta wish guy great semester
0,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor
0,forgot tell smth like number section clearer
0,yup anything lor u dun wan ok
0,im home love still awake loving kiss
0,hello peach! cake tasts lush!
1,free game get rayman golf 4 free o2 game arcade 1st get ur game setting reply post save activ8 press 0 key arcade termsapply
0,therell minor shindig place later tonight interested?
0,jason say cool pick place like hour
1,mobile 10 mths? update latest cameravideo phone free keep ur number get extra free minstexts text yes call
0,career tel added u contact indyarockscom send free sm remove phonebook sm ltgt
0,ive reached already
0,dont know ask brother nothing problem thing told
0,keng rocking ash
0,wat time r going xins hostel?
0,good morning dear shijutta great amp successful day
1,buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge see o2coukgames 4 term setting purchase
0,oh kafter placement ah?
0,possession especially first offense
0,nt driving even many reason called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru ? problem?
0,bought test yesterday something let know exact day u ovulatewhen get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell me?
0,pizza u want
0,keep seeing weird shit bein woah realising actually reasonable im oh
0,many happy return day wish happy birthday
0,ya nice ready thursday
0,hospital da return home evening
0,thinking u x
1,camera awarded sipix digital camera! call 09061221066 fromm landline delivery within 28 day
0,orh tot u say still dun believe
0,put sign choose number pin show right?
0,beauty life next second hide thousand secret wish every second wonderful ur life!! gud n8
0,thanx u darlin!im cool thanx bday drink 2 nite 2morrow off! take care c u soonxxx
0,youre still maybe leave credit card get gas get back like told
1,weekly coolmob tone ready download !this week new tone include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p info n
0,well boy glad g wasted night applebees nothing
1,cashbincouk get lot cash weekend! wwwcashbincouk dear welcome weekend got biggest best ever cash give away!!
0,ok lor u wan go look 4 u?
0,u wan 2 haf lunch im da canteen
0,dont make life stressfull always find time laugh may add year life! surely add life ur years!! gud ni8swt dream
0,hey look like wrong one kappa guy number still phone want text see he around
1,urgent! mobile number awarded £2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
1,thanks 4 continued support question week enter u in2 draw 4 £100 cash name new u president? txt an 80082
0,im home doc gave pain med say everything fine
0,$140 ard rest ard $180 leastwhich price 4 2 bedrm $900
0,too! lovely night xxx
0,prepare pleasured
0,hitechnical supportproviding assistance u customer call email
0,text way cup stop work bus
0,whens radio show?
1,unique user id 1172 removal send stop 87239 customer service 08708034412
0,im sure still available though
0,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories! feeling
0,cheer lou! yeah goodnite shame u neva came! c ya gailxx
0,hii got money da
0,hi mobile ltgt added contact list wwwfullonsmscom great place send free sm people visit fullonsmscom
0,ok u tell wat time u coming later lor
0,u repeat e instruction wats e road name ur house?
0,many people seems special first sight remain special till last sight maintain till life end sh!jas
0,quite lor dun tell wait get complacent
0,sorry completely forgot pop em round week still here?
0,u r beautiful girl ive ever seen u r baby come c common room
0,cant see join denis mina? denis want alone time
0,sen told going join uncle finance cbe
0,yup hey one day fri ask miwa jiayin take leave go karaoke
0,call senthil hsbc
0,especially since talk boston personal statement lol! woulda changed realized said nyc! say boston
0,indeed way either !
1,urgent call 09066649731from landline complimentary 4 ibiza holiday £10000 cash await collection sae tc po box 434 sk3 8wp 150ppm 18
0,holy living christ taking long
0,thk wat eat tonight
0,thanx yup coming back sun finish dinner going back 2 hotel time fly tog 4 exactly mth today hope well haf many mths come
0,opposite side dropped
0,yup izzit still raining heavily co im e mrt cant c outside
0,send resume
0,gd luck 4 ur exam
0,u ask next sat make im ok lor
0,sorry uncle ill keep touch
0,saw guy doll last night patrick swayze great
1,urgent 2nd attempt contact u £900 prize yesterday still awaiting collection claim call 09061702893
1,santa calling! would little one like call santa xmas eve? call 09077818151 book time calls150ppm last 3mins 30 tc wwwsantacallingcom
0,come home dont want u miserable
0,dont know shes getting message
0,cool tyler take gonna buy drop place later tonight total order quarter got enough?
0,guy car shop flirting got phone number paperwork called texted im nervous course may address call bos tell knowing may get fired?
0,reverse cheating mathematics
0,plan manage
0,er hello thing didnt quite go plan limping slowly home followed aa exhaust hanging
0,sorry delay yes master
0,call u finish come n pick u
1,private! 2004 account statement 0784987 show 786 unredeemed bonus point claim call 08719180219 identifier code 45239 expires 060505
0,whats oga left phone home saw ur message hope good great weekend
0,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gonna go kill
0,honey pls find much sell predicte nigeria many time used important reply monday
0,e admin building there? might b slightly earlier ill call u im reaching
0,fyi im usf swing room whenever
0,call ltgt min thats ok
0,ummmmmaah many many happy return day dear sweet heart happy birthday dear
0,home work meh
0,anything valuable 2 situation first getting second loosing
0,mark taking forever pick prescription pain coming back
0,hows ur paper?
0,got smaller capacity one? quite ex
1,check choose babe video smsshsexnetun fgkslpopw fgkslpo
0,im good! thinking
1,u r winner u ave specially selected 2 receive £1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810710pmin 18
0,
0,thought bout drink tap spile seven pub gas st broad st canal ok?
0,going sleep tired travel
0,haha thinkin
0,yup giving problem mayb ill jus leave
0,lol trying make day little interesting
0,long get reply defer admission til next semester
0,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
0,po de need job aha
0,rat hey u ever vote next themes?
1,new mobile 2004 must go! txt nokia 89545 collect today! £1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,hope pee burn tonite
0,oh rite well im best mate pete went 4 week 2geva longer week
0,yay cant wait party together!
0,photoshop make computer shut
0,boy made fun today ok problem sent one message fun
0,thats one issue california okay snow manageable
1,private! 2003 account statement show 800 unredeemed point call 08715203652 identifier code 42810 expires 29100
0,hmmm mayb try e shoppin area one forgot e name hotel
0,awesome gonna soon later tonight?
0,need detail online job
1,won! valued vodafone customer computer picked win £150 prize collect easy call 09061743386
0,missing toopray inshah allah
0,pls help tell ashley cant find number oh
0,escape theatre going watch kavalan minute
0,sthis increase chance winning
0,either way work ltgt year old hope doesnt bother
0,maybe find something else instead???
0,gain right wifedont demand iti trying husband toolets see
0,liked new house
0,im fine hope also
0,also north carolina texas atm would go gre site pay test result sent
0,u
0,yes baby! need stretch open pussy!
0,thanks ! bomb date phone wanted say!
0,ok
0,hey guy know breathing neck get bud anyway youd able get half track usf tonight?
0,response one powerful weapon 2 occupy place others heart always give response 2 care 4 u gud nightswt dreamstake care
0,nokia phone lovly
1,free messagethanks using auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270
1,bored housewives! chat n date now! 08717507711! btnational rate 10pmin landlines!
0,sorry datoday wont come playi driving clas
0,im really sorry lit hair fire
0,oh! shit thought trip! loooooool make much sense grin sofa reference sleep couch link sent wasnt went trip ? oh didnt babe go celebration rents?
0,okey dokey swashbuckling stuff oh
0,watching cartoon listening music amp eve go temple amp church u?
0,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face
0,dip cell dead coming u better respond else shall come back
0,well know mean texting
0,hi dis yijue would happy work wif gek1510
0,lol! oops sorry! fun
0,wat happened cruise thing
0,know dat feelin pete! wuld get em nuther place nuther time mayb?
1,lyricalladie21f inviting friend reply yes910 no910 see wwwsmsacuhmmross stop? send stop frnd 62468
0,world happiest frnds never character dey best understanding difference
1,1 polyphonic tone 4 ur mob every week! txt pt2 87575 1st tone free ! get txtin tell ur friend 150ptone 16 reply hl 4info
0,yeah open chat click friend list make list easy pie
0,alright tyler got minor crisis home sooner thought asap
0,whenwhere pick
0,usual u call ard 10 smth
0,new theory argument win situation loses person dont argue ur friend kick amp say im always correct!
0,many thing antibiotic used chest abdomen gynae infection even bone infection
0,poor girl cant go one day lmao
0,6times
1,today vodafone number ending 4882 selected receive £350 award number match call 09064019014 receive £350 award
0,pls make note shes exposed also find school anyone else vomiting dog cat house? let know later
0,japanese proverb one u none itu must indian version one let none itleave it!! finally kerala version one stop none make strike
0,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath ?
0,worse us half way stop better complete
0,miserable dont tell u side effect birth control massive gut wrenching cramp first 2 month didnt sleep last night
0,send new number
0,convey regard
1,want latest video handset? 750 anytime network mins? half price line rental? reply call 08000930705 delivery tomorrow
0,2 half year missed friendship
0,cant pick phone right pls send message
0,oh fuck sake shes like tallahassee
0,haha first person gonna ask
1,ou guaranteed latest nokia phone 40gb ipod mp3 player £500 prize! txt word collect 83355! ibhltd ldnw15h 150pmtmsgrcvd18
0,taka lor wat time u wan 2 come n look 4 us?
1,free polyphonic ringtone text super 87131 get free poly tone week now! 16 sn pobox202 nr31 7zs subscription 450pw
0,im reaching another 2 stop
0,didnt mean post wrote like many time ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc? least make bed?
1,warner village 83118 c colin farrell swat wkend warner village get 1 free med popcorn!just show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offer
0,come online today night
0,anything special?
0,im solihull want anything?
0,good day
0,regret inform u nh made mistakeu never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience
0,love holiday monday feeling even go dentist hour
0,way tirupur
1,goal! arsenal 4 henry 7 v liverpool 2 henry score simple shot 6 yard pas bergkamp give arsenal 2 goal margin 78 min
0,youve already got flaky parent itsnot supposed child job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless
0,took hooch walk toaday fell over! splat! grazed knee everything! stayed home! see tomorrow!
0,dropped em omw back
1,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 now! 10p per min btnationalrate
0,sitting mu waiting everyone get suite take shower
0,call didnt see facebook huh?
0,g say never answer text confirmdeny
0,common hearin r u? wat r u doing? ur day? let ask u something different u smile today? gud evng
0,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
0,oh yah never cancel leh haha
0,go 4 e normal pilate intro
0,ok let u noe leave house
0,oh yes like torture watching england?
0,wanna art?!
0,hopeing wasnt pissed remember gone sister something!
1,got take 2 take part wrc rally oz? u lucozade energy! text rally le 61200 25p see pack lucozadecoukwrc itcould u!
1,hi sexychat girl waiting text text great night chatting send stop stop service
0,good morning boytoy! hows yummy lip ? wheres sexy bun ? ? think ? crave ? need ?
0,match startedindia ltgt 2
0,free call sir
0,hey want anything buy
0,hey babe hows going ? ever figure going new year ?
0,kkcongratulation
0,g want know fuck
0,cancelled yeah baby! well sound important understand darlin give ring later fone love kate x
0,tomarrow want got court ltdecimalgt come bus stand 9
0,go home liao? ask dad pick 6
0,omg make wedding chapel frontierville? get good stuff?
0,im eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
0,check maili mailed varma kept copy regarding membershiptake careinsha allah
0,wrong phone! phone! answer one assume people dont well
0,anyway dont think secure anything lemme know want drive south chill
0,im already back home probably
1,great news! call freefone 08006344447 claim guaranteed £1000 cash £2000 gift speak live operator now!
1,hi amy sending free phone number couple day give access adult party
0,bus way calicut
0,hi probably much fun get message thought id txt u co im bored! james farting night
0,hi baby im sat bloody bus mo wont home 730 wanna somethin later? call later ortxt back jess xx
1,welcome select o2 service added benefit call specially trained advisor free mobile dialling 402
0,lost 4 pound since doc visit last week woot woot! im gonna celebrate stuffing face!
0,u coming back 4 dinner rite? dad ask confirm wif u
0,master buy bb co sale hows bf
0,ahhhhjust woken up!had bad dream u thoso dont like u right didnt know anything comedy night guess im
0,im viveki got call number
0,didnt u call lunch?
0,mean left early check co im working 96
0,want ltgt r dado it?
0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
0,yup ok
0,want see pretty pussy
1,dear voucher holder next meal u use following link pc 2 enjoy 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
0,people game im mall iouri kaila
1,urgent! trying contact u today draw show £2000 prize guaranteed call 09058094507 land line claim 3030 valid 12hrs
1,donate £250 unicef asian tsunami disaster support fund texting donate 864233 £250 added next bill
0,future planned tomorrow! result today! best present enjoy future
0,cme want go ho 2morow wil cme got dear didnt say time
0,supposed meet discus abt trip thought xuhui told you? afternoon thought go lesson
0,hey come online! use msn
0,im fine hope good take care
0,oops shower u called hey parking garage collapsed university hospital see im crazy stuff like happen
0,aiyo u poor thing u dun wan 2 eat? u bathe already?
0,yar tot u knew dis would happen long ago already
0,gorgeous! keep pix cumming thank you!
0,boy late 2 home father power frndship
0,jade paul didnt u txt me? u remember barmed? want 2 talk 2 u! txt
0,spending new year brother family let plan meet next week ready spoiled?
0,u today?
0,said okay sorry
0,slept? thinkthis time ltgt pm dangerous
0,networking job
1,goldviking 29m inviting friend reply yes762 no762 see wwwsmsacugoldviking stop? send stop frnd 62468
0,dont let studying stress l8r
0,thats u haf 2 keep busy
0,rushing im working im school rush go hungry
0,channel
0,telling coulda real valentine wasnt? u never pick nothing!!
1,phony £350 award today voda number ending xxxx selected receive £350 award match please call 08712300220 quoting claim code 3100 standard rate app
0,made it! eta taunton 1230 planned hope thats still okday?! good see you! xx
0,im hungry buy smth home
0,hey kate hope ur ok give u buz wedlunch go outsomewhere 4 adrink towncud go 2watershd 4 bit? ppl fromwrk bthere love petexxx
0,drive read need write
0,looked addie go back monday suck
0,happy new year hope good semester
0,esplanade lor else
0,talk
0,hmph go head big baller
0,well like actually called someone punto woulda worse
0,nope since ayo travelled forgotten guy
0,still around? looking pick later
1,cd 4u congratulation ur awarded £500 cd gift voucher £125 gift guaranteed freeentry 2 £100 wkly draw xt music 87066 tncs wwwldewcom1win150ppmx3age16
0,there someone year ltgt toyota camry like mr olayiwolas mileage ltgt kit clean need know much sell raise dough soon landing sell holla back
0,guess pub im in? im happy pig clover whatever saying is!
0,ill b soon
0,oh k come tomorrow
0,go fool dont cheat others ok
0,mobile numberpls sm ur mail idconvey regard achanammarakheshqatar
0,way rencontre meet mountain dont
1,guaranteed £1000 cash £2000 prize claim yr prize call customer service representative 08714712412 10am7pm cost 10p
0,u attend ur driving lesson many time wk n day?
0,uncle g checking rewarding month
0,hello boytoy ! geeee im missing today like send tm remind im thinking loved loving kiss
0,think two still need get cash def ready 9
0,hey galsu wanna meet 4 dinner nte?
1,dear 0776xxxxxxx uve invited xchat final attempt contact u! txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
0,babe ! ? ? talking ? think ? good boy? missing me? love ?
0,great! office today?
0,cool last little getting time soon?
0,sad puppy noise
0,yes possible dint try pls dont tell one k
0,anyway holla whenever youre around need excuse go creep people sarasota
0,happen
0,gonna ask lol think 7
1,ur cashbalance currently 500 pound maximize ur cashin send go 86688 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl
1,private! 2003 account statement show 800 unredeemed sim point call 08715203685 identifier code4xx26 expires 131004
0,go chase run shes crossing street
1,id like tell deepest darkest fantasy call 09094646631 60pmin stop text call 08712460324 nat rate
0,coming friday leave pongal?do get news work place
0,hey inconvenient si huh?
0,ok vldo u know got adsense approved
0,really good see day dudette missing you!
0,want go perumbavoor
0,many time told stage use laugh listen aha
1,wont believe true incredible txts! reply g learn truly amazing thing blow mind o2fwd 18ptxt
0,didnt hear
0,thanks talk saturday dear cherish brother role model
0,pls clarify back open return ticket preponed go back kerala
1,natalie 20f inviting friend reply yes165 no165 see wwwsmsacunatalie2k9 stop? send stop frnd 62468
0,ran younger man make pretty baby together
1,jamster! get free wallpaper text heart 88888 now! tc apply 16 need help? call 08701213186
0,ic lol play 9 door sometime yo
0,dunno dad said coming home 2 bring u 4 lunch yup go w u lor call u reach school lor
0,sent jd customer service cum account executive ur mail id detail contact u
0,desire u going doctor 4 liver get bit stylish get ur hair managed thats
0,hmmmstill dont opener?
0,yeah basically time next week get away mom amp get 3
0,edison rightly said fool ask question wise man answer know u speechless viva gmgngegnt
0,vote wherever heart guide
0,si lor juz watched italian job
0,tick tick tick ? could die loneliness know ! pout stomp foot need
0,lmao know well
1,double min double txt 12 price linerental latest orange bluetooth mobile call mobileupd8 latest offer 08000839402 call2optoutlf56
0,train back northampton im afraid not! im staying skyving today ho ho! around wednesday though fancy comedy club week way?
0,goodnight da thangam really miss u dear
0,hey next sun 1030 there basic yoga course bugis go pilate intro next sat tell time r free
0,geeeee internet really bad today eh ?
1,free video camera phone half price line rental 12 mths 500 cross ntwk min 100 txts call mobileupd8 08001950382 call2optout674
0,think disturbing da
0,sorry ill call later meeting sir
0,havent stuck orchard dad car going 4 dinner u leh? r free tonight?
0,ok also wan 2 watch e 9 pm show
0,dunno lei like dun haf
0,brother transfered ltgt ltgt pa
0,call later afternoon onwords mtnl service get problem south mumbai hear cannt listen
1,83039 62735£450 uk break accommodationvouchers term condition apply 2 claim mustprovide claim number 15541
0,talk g x
0,hai dear friend new amp present number rajitha raj ranju
1,5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
0,different styles?
1,win £200 shopping spree every week starting 2 play text store 88039 skilgme tscs08714740323 1winawk! age16 £150perweeksub
0,gud ni8 dearslp welltake careswt dreamsmuah
0,want sent ltgt mesages today thats sorry hurt
1,2nd attempt contract u week top prize either £1000 cash £200 prize call 09066361921
0,well im glad didnt find totally disagreeable lol
0,guy flash go call call madam take care oh
1,want new nokia 3510i colour phone deliveredtomorrow? 300 free minute mobile 100 free text free camcorder reply call 08000930705
0,mark work tomorrow get 5 work house meet u afterwards
0,keep ur problem ur heart bcoz nobody fight u u amp u fight ur self amp win battle vivekanand g 9t sd ham yeah give call youve got minute ham hi babe uawake?feellikw shitjustfound via aletter thatmum gotmarried 4thnovbehind ourbacks fuckinnice!selfishdeviousbitchanywayil call u
0,amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye see election result lie let recount motherinlaw woman hitler eleven plus two twelve plus one amazing !
0,aiya discus later lar pick 4 it?
0,hey happy birthday
0,sorry missed call please call back
0,omg one thing another cat worm bad day end?
0,good morning im suffering fever dysentry able come office today
0,wont anything de
0,type stuff sing?
0,st andre virgil cream
0,check room befor activity
0,fri ah okie lorgoin 4 drivin den go shoppin tt
0,gokila talking aha
0,hi shanilrakhesh herethanksi exchanged uncut diamond stuffleaving back excellent service dino prem
0,kkthis month kotees birthday know?
0,im really really broke oh amount small even ltgt
0,sorry mate phone didnt write love kate
1,themobhit link get premium pink panther game new 1 sugababes crazy zebra animation badass hoody wallpaperall 4 free!
0,ah well confuses thing doesnt it? thought friend maybe wrong thing already sort invited tho may come co money
0,aight call youre close
0,nope thats fine might nap tho!
1,msg mobile content order resent previous attempt failed due network error query customersqueriesnetvisionukcom
0,news hassling get weed week andres money haughaighgtujhyguj
0,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided 2 aproach gal dt time truck speeding towards gal wn 2 hit girld boy ran like hell n saved asked hw cn u run fast? boy replied boost secret energy n instantly girl shouted energy n thy lived happily 2gthr drinking boost evrydy moral story hv free msgsd gud ni8
0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
0,ding ya break fassyole! blacko londn
0,really need 2 kiss u miss u baby ur baby 4eva
0,sign maturity start saying big thing actually start understanding small thing nice evening bslvyl
0,oh got many responsibility
1,1 new message please call 08715205273
0,ive reached sch already
1,december only! mobile 11mths? entitled update latest colour camera mobile free! call mobile update vco free 08002986906
0,u definitely need module e humanity dis sem izzit? u wan 2 take module 1st?
0,argh fuck nobody town
1,get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best tone 3gbp network operator rate apply
0,thanks fill complete calm reassurance!
0,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning
0,driving training?
0,lol real told dad cancer
1,private! 2003 account statement 078
0,oops ltgt ?
0,enufcredeit tocallshall ileave uni 6 get bus yor house?
0,hi chikku send nice msg
0,impossible argue always treat like sub like never released remind necessary
0,work ah den 6 plus lor u workin oso rite den go orchard lor place go liao
0,wonderful okors great month cherish guy wish well day mojibiola
0,cuz ibored wanna study
0,wot wed nite 3 til 9!
0,rose redred bloodblood heartheart u u send ti ur friend including u like u get back 1u r poor relation! 2u need 1 support 3u r frnd 2 many 4some1 luvs u 5 some1 praying god marry u try
0,way
0,suck ill go u hair youll free right?
0,still working time also tried adding zero saving checking ltgt
0,hmm dunno leh mayb bag 4 goigng dat small jus anything except perfume smth dat keep
0,sday joinedso training started today
0,sorry grocer
0,nice pub near frankie n benny near warner cinema?
1,won! 4 costa del sol holiday £5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost£150pm max10mins
0,yup havent want go yoga? call book
0,oh shut omg yesterday dream 2 kid boy pissed kid boy even told mark dream changing diaper cause im getting owed face
0,yeah imagine would really gentle unlike doc treat patient like turkey
1,free 1st week! no1 nokia tone 4 ur mobile every week txt nokia 8077 get txting tell ur mate wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone
0,started dont stop pray good idea anything see help guy ill forward link
0,hi darlin im helen fone im gonna b prince 2 nite please come tb love kate
0,im office dawhere you?
0,aiyar u poor thing give u support k jia you! ill think u
0,oh unintentionally bad timing great finger train play along! give fifteen min warning
1,get garden ready summer free selection summer bulb seed worth £3350 scotsman saturday stop go2 notxtcouk
0,kthen come wenever u lik come also tel vikky come getting free time
0,pls call da happen
0,happy new year u ur familymay new year bring happiness stability tranquility ur vibrant colourful life
0,problem renewal ill right away dont know detail
0,idk im sitting stop shop parking lot right bawling eye feel like im failure everything nobody want feel like im failing
0,havent left yet probably gonna til dinner
0,like ltgt question
0,new year eve ok went party boyfriend si hey
0,sir need velusamy sir date birth company bank facility detail
0,k k sm chat
0,come karnan car please wait till 6pm directly goto doctor
0,bluray player
0,ok r meeting later?
0,lol need cash nitros hurry come crash out!
0,send text well skype later
0,ok leave need ask
1,congrats 2 mobile 3g videophones r call 09063458130 now! videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p
0,still got lessons? sch?
0,dun believe leh? tot told true already thk muz c u tog believe
0,oh charge camera
0,ive got salt rub open wound like!
0,im going lunch
0,im school n ill da lab stuff give call r done
0,oh k come tomorrow
0,aight text tonight well see whats
0,u 2
0,water logging desert geoenvironmental implication
0,rajipls favour pls convey birthday wish nimya pls today birthday
0,company goodenvironment terrific food really nice
0,strange watching 2nd one im bed sweet dream miss u
